(120, 261120813)
(511, 1866809705)
(512, 1422501379)
(259, 1059402221)
(6, 15654754)
(650, 1053771863)
(397, 1315142996)
(144, 290745244)
(535, 2000630533)
(282, 1123778818)
(29, 53669413)
(673, 1158903914)
(420, 1076315148)
(167, 654144736)
(558, 1160069979)
(305, 1094350178)
(52, 85817359)
(696, 1486846801)
(443, 1133614045)
(190, 574671931)
(581, 1000697797)
(328, 969762316)
(75, 111420299)
(719, 2889915008)
(466, 1241081780)
(213, 663273190)
(604, 857451776)
(351, 928798294)
(98, 152088490)
(742, 2189142650)
(489, 1312868865)
(236, 806255554)
(627, 939734804)
(374, 1218735139)
(121, 187150152)
(513, 1362394243)
(260, 1003457475)
(7, 27120218)
(651, 980353330)
(398, 1322649679)
(145, 227282583)
(536, 1724721849)
(283, 1123600391)
(30, 59354705)
(674, 900858312)
(421, 1053094076)
(168, 383856860)
(559, 1947258740)
(306, 1185092698)
(53, 87810646)
(697, 1154997035)
(444, 1073673542)
(191, 783125913)
(582, 1298062702)
(329, 1107930666)
(76, 114287572)
(720, 1644418269)
(467, 1114140340)
(214, 635444740)
(605, 1087768431)
(352, 1123100051)
(99, 134657397)
(743, 1811516726)
(490, 1357881012)
(237, 752400215)
(628, 1015890148)
(375, 1272055839)
(122, 171122631)
(514, 1350272763)
(261, 981843630)
(8, 23451405)
(652, 1024135683)
(399, 1281452590)
(146, 218869919)
(537, 1764827954)
(284, 969900788)
(31, 103770007)
(675, 904618037)
(422, 1099687762)
(169, 288031767)
(560, 1569897392)
(307, 1341665900)
(54, 117702326)
(698, 1005806600)
(445, 1135466898)
(192, 374181480)
(583, 2119163385)
(330, 1323099270)
(77, 128342031)
(721, 1402561765)
(468, 1003513437)
(215, 815440056)
(606, 1452025928)
(353, 1212864837)
(100, 155589758)
(491, 1151901891)
(238, 728883941)
(629, 994858238)
(376, 1309355918)
(123, 165845190)
(515, 1367763086)
(262, 857992521)
(9, 26538157)
(653, 1129282570)
(400, 1339456465)
(147, 229389009)
(538, 1855260825)
(285, 994926043)
(32, 100172946)
(676, 1073998229)
(423, 1090120237)
(170, 320942224)
(561, 1853708481)
(308, 1162743742)
(55, 228260714)
(699, 914096013)
(446, 1126738479)
(193, 353828704)
(584, 1580205076)
(331, 1337766789)
(78, 176928358)
(722, 1284921337)
(469, 1090239570)
(216, 444963180)
(607, 2379029812)
(354, 1241761786)
(101, 188569216)
(492, 1159444398)
(239, 905505438)
(630, 1441348337)
(377, 1303301779)
(124, 186424199)
(516, 1286674481)
(263, 1085452851)
(10, 33063457)
(654, 1555111378)
(401, 1451127559)
(148, 221364280)
(539, 1812077536)
(286, 896261542)
(33, 118989929)
(677, 1141487250)
(424, 1208821551)
(171, 237685210)
(562, 1968361040)
(309, 1065122313)
(56, 191770504)
(700, 915408483)
(447, 1010095494)
(194, 307304604)
(585, 1601875532)
(332, 1199447575)
(79, 290105054)
(723, 1073083004)
(470, 1189093152)
(217, 363321244)
(608, 1752495760)
(355, 1414139451)
(102, 253952902)
(493, 1341372448)
(240, 444088686)
(631, 2384292026)
(378, 1314901329)
(125, 225943176)
(517, 1335794499)
(264, 628347651)
(11, 30361490)
(655, 2548185303)
(402, 1511281817)
(149, 250290944)
(540, 1916650385)
(287, 1127437360)
(34, 120271870)
(678, 1612122097)
(425, 1335844729)
(172, 268909018)
(563, 1996127739)
(310, 942230036)
(57, 189223895)
(701, 1025320692)
(448, 1186740710)
(195, 344951228)
(586, 1581404661)
(333, 1188593366)
(80, 214978209)
(724, 1098040406)
(471, 1172935514)
(218, 336674961)
(609, 1612736117)
(356, 1318003440)
(103, 387833866)
(494, 1235458981)
(241, 385998043)
(632, 1869381789)
(379, 1355225575)
(126, 285569082)
(518, 1388724690)
(265, 505579063)
(12, 35699024)
(656, 1937989703)
(403, 1471497377)
(150, 328383641)
(541, 1783782691)
(288, 539002040)
(35, 128723021)
(679, 2754032699)
(426, 1560004611)
(173, 279824272)
(564, 1991500151)
(311, 1317982748)
(58, 201313872)
(702, 1310028361)
(449, 1437024814)
(196, 325431806)
(587, 1558765790)
(334, 1021064338)
(81, 207135529)
(725, 1167495179)
(472, 1313199946)
(219, 280503438)
(610, 1659322571)
(357, 1258603786)
(104, 322331228)
(495, 1334276985)
(242, 349184155)
(633, 1794781595)
(380, 1210930596)
(127, 457653166)
(128, 339078595)
(519, 1428847019)
(266, 423097172)
(13, 37532742)
(657, 1817824974)
(404, 1341098141)
(151, 566317261)
(542, 1847532832)
(289, 505471715)
(36, 142552352)
(680, 2089593176)
(427, 1515847722)
(174, 392632426)
(565, 1929932447)
(312, 569193458)
(59, 213134153)
(703, 2471367300)
(450, 1672101868)
(197, 288692309)
(588, 1472432759)
(335, 1243408173)
(82, 231046253)
(726, 1325981672)
(473, 1593839713)
(220, 315935663)
(611, 1736880644)
(358, 1059488688)
(105, 292825075)
(496, 1512168458)
(243, 332213491)
(634, 1804493073)
(381, 1185275114)
(129, 360357742)
(520, 1504673205)
(267, 466112766)
(14, 44865239)
(658, 1706869906)
(405, 1291885507)
(152, 462152644)
(543, 1766747770)
(290, 408886181)
(37, 133393865)
(681, 1894005329)
(428, 1453157326)
(175, 656674907)
(566, 1808931462)
(313, 471719476)
(60, 211280124)
(704, 2290275879)
(451, 1500224595)
(198, 388025855)
(589, 1519484277)
(336, 698902047)
(83, 193902443)
(727, 2715389509)
(474, 1778213953)
(221, 370791645)
(612, 1572168122)
(359, 1491506983)
(106, 297097207)
(497, 1662103793)
(244, 335328902)
(635, 1825694152)
(382, 1102863039)
(130, 366040127)
(521, 1783546853)
(268, 416582477)
(15, 44818459)
(659, 1626326710)
(406, 1144338167)
(153, 394541800)
(544, 1870035197)
(291, 390348307)
(38, 135094275)
(682, 2088425259)
(429, 1351374207)
(176, 482236378)
(567, 1718153787)
(314, 484539984)
(61, 202289214)
(705, 2326480492)
(452, 1505153807)
(199, 701916243)
(590, 1628283387)
(337, 580737700)
(84, 209301339)
(728, 2460027587)
(475, 1858985198)
(222, 418108338)
(613, 1526147684)
(360, 737065599)
(107, 291783753)
(498, 1898674884)
(245, 446329074)
(636, 1684199023)
(383, 1534520410)
(384, 795842909)
(131, 352207656)
(522, 1896118316)
(269, 423017019)
(16, 46533185)
(660, 1740496323)
(407, 1460475728)
(154, 418303179)
(545, 1938251038)
(292, 431724539)
(39, 141835896)
(683, 1850393547)
(430, 1235080597)
(177, 498988198)
(568, 1878782758)
(315, 431577276)
(62, 211548541)
(706, 2423857958)
(453, 1488951177)
(200, 617133545)
(591, 1499109975)
(338, 476454199)
(85, 248975568)
(729, 2697129893)
(476, 1523264739)
(223, 756729393)
(614, 1477709510)
(361, 632461034)
(108, 308166436)
(499, 1841345438)
(246, 524474440)
(637, 1884214116)
(385, 682781957)
(132, 338158579)
(523, 2024046122)
(270, 623235051)
(17, 63088216)
(661, 1762278498)
(408, 680844812)
(155, 382302293)
(546, 1869029959)
(293, 483946322)
(40, 140103430)
(684, 1734792750)
(431, 1507715537)
(178, 476164781)
(569, 2093278038)
(316, 391947007)
(63, 194698712)
(707, 2299948037)
(454, 1367760115)
(201, 645663540)
(592, 1736329008)
(339, 470530458)
(86, 241305072)
(730, 2787608107)
(477, 1476591506)
(224, 648233712)
(615, 1604216691)
(362, 502401247)
(109, 278688101)
(500, 1765751156)
(247, 871935795)
(638, 1751534832)
(386, 574650171)
(133, 327300377)
(524, 1976925458)
(271, 973085508)
(18, 75247479)
(662, 1838796683)
(409, 657448614)
(156, 391558654)
(547, 2110924938)
(294, 635066118)
(41, 155964956)
(685, 1742271366)
(432, 773770838)
(179, 488568109)
(570, 2039420988)
(317, 538354137)
(64, 242401686)
(708, 2578608968)
(455, 1698152683)
(202, 700548576)
(593, 2140839318)
(340, 492771436)
(87, 230259361)
(731, 2957347386)
(478, 1393480338)
(225, 760678101)
(616, 1779974323)
(363, 503775119)
(110, 301562306)
(501, 1604974941)
(248, 708491559)
(639, 1816511495)
(640, 2022277597)
(387, 549629832)
(134, 329292102)
(525, 1713968197)
(272, 794592199)
(19, 75643375)
(663, 1786691427)
(410, 591109355)
(157, 382742759)
(548, 1822534791)
(295, 1003864172)
(42, 154817285)
(686, 2046270942)
(433, 625764401)
(180, 448949554)
(571, 2250801394)
(318, 690279018)
(65, 237703553)
(709, 2260462718)
(456, 926833223)
(203, 698145832)
(594, 2354170803)
(341, 574211798)
(88, 261605138)
(732, 2636905706)
(479, 1735940519)
(226, 858643700)
(617, 2125224131)
(364, 519618152)
(111, 315102298)
(502, 1608047557)
(249, 657462831)
(641, 2279420787)
(388, 544025294)
(135, 371708018)
(526, 1574998740)
(273, 759092491)
(20, 73562557)
(664, 1992781065)
(411, 576219467)
(158, 411972783)
(549, 1841718119)
(296, 824002743)
(43, 170998485)
(687, 1841386327)
(434, 630348605)
(181, 493997903)
(572, 1980669255)
(319, 1177460637)
(66, 252067921)
(710, 2312263526)
(457, 722973517)
(204, 750192471)
(595, 2390296987)
(342, 778053748)
(89, 315422124)
(733, 2542891597)
(480, 1053409951)
(227, 787925290)
(618, 2326831001)
(365, 530272712)
(112, 320383693)
(503, 1906165033)
(250, 762861917)
(642, 2343117946)
(389, 560859530)
(136, 403540101)
(527, 2120476694)
(274, 733204419)
(21, 71840691)
(665, 2474913176)
(412, 592497751)
(159, 459325607)
(550, 1646837053)
(297, 850381801)
(44, 164869450)
(688, 2168793895)
(435, 609859993)
(182, 492719175)
(573, 1860188471)
(320, 861864286)
(67, 255089227)
(711, 2312904397)
(458, 610741382)
(205, 623642091)
(596, 2181764917)
(343, 1237481604)
(90, 361563039)
(734, 2535813840)
(481, 757466580)
(228, 854634079)
(619, 2377404914)
(366, 728283369)
(113, 400494881)
(504, 1044267687)
(251, 671806580)
(643, 2532076579)
(390, 695869351)
(137, 472233744)
(528, 1168140312)
(275, 794449349)
(22, 70386452)
(666, 2552978968)
(413, 637130672)
(160, 555929327)
(551, 2103829899)
(298, 866105004)
(45, 161653811)
(689, 2348151161)
(436, 659978093)
(183, 508717877)
(574, 1673063363)
(321, 818253882)
(68, 246564835)
(712, 2257201044)
(459, 641853578)
(206, 678728625)
(597, 2148846521)
(344, 964911123)
(91, 404566600)
(735, 2515432904)
(482, 696504682)
(229, 825308438)
(620, 2311996348)
(367, 1292164479)
(114, 468697881)
(505, 857104704)
(252, 682701352)
